Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL159073,,0,321.29,0,3.10,41,O=c1c2ccccc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,IC50,'=',40.0,nM,7.4,,,UO_0000065,23.03,0.42,4.3,8.11,False,CHEMBL4398431,"Inhibition of human aromatase using [1beta,2beta3H]-]testosterone as substrate",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4396892,1,Scientific Literature,Eur J Med Chem,2019.0,None,
CHEMBL10026,,0,313.36,0,4.48,53,O=C1/C(=C/c2ccncc2)C(c2ccccc2)Oc2ccccc21,IC50,'=',800.0,nM,6.1,,,UO_0000065,19.46,0.35,1.62,15.56,False,CHEMBL4398432,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4396892,1,Scientific Literature,Eur J Med Chem,2019.0,None,
CHEMBL1629803,,0,290.45,0,3.77,61,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H]5O[C@@H]5CC[C@]34C)[C@@H]1CC[C@@H]2O,IC50,'=',6500.0,nM,5.19,,,UO_0000065,17.86,0.34,1.42,15.83,False,CHEMBL4398436,Inhibition of human placental microsome aromatase using [1beta[3H]]androstenedione as substrate after 15 mins by liquid scintillation counting method,B,BAO_0000251,microsome format,Homo sapiens,CHEMBL3987910,Placenta,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4396892,1,Scientific Literature,Eur J Med Chem,2019.0,None,
CHEMBL1444,LETROZOLE,4,285.31,0,2.66,2,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,IC50,'=',36.2,nM,7.44,,,UO_0000065,26.08,0.46,4.78,9.5,False,CHEMBL3225086,Inhibition of CYP19 isolated from microsomal fraction of human term placental tissue using [1beta-3H] androstenedione as substrate preincubated for 5 mins followed by enzyme addition measured after 20 mins by beta scintillation counting analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3217591,1,Scientific Literature,MedChemComm,2012.0,None,
CHEMBL3221175,,0,272.26,0,3.04,9,Cc1cc(O)cc2c1Oc1cc(O)cc(C)c1C(=O)O2,IC50,'=',5300.0,nM,5.28,,,UO_0000065,19.38,0.36,2.24,6.94,False,CHEMBL3226940,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3217621,1,Scientific Literature,MedChemComm,2012.0,None,
CHEMBL2165323,,0,300.36,0,4.30,11,O=C1CCc2cc(-c3cccnc3)cc(-c3ccccc3)c2N1,IC50,'=',394.0,nM,6.41,,,UO_0000065,21.32,0.38,2.1,15.25,False,CHEMBL2166348,Inhibition of CYP19 in human placental microsomes using [1beta-3H]-androstendione as a substrate,B,BAO_0000251,microsome format,Homo sapiens,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2163209,1,Scientific Literature,J. Med. Chem.,2012.0,None,
CHEMBL4071689,,0,375.27,0,4.21,15,C[C@](O)(c1cncc(-n2nc(C(F)(F)F)c3ccccc32)c1)C(F)(F)F,IC50,'=',5400.0,nM,5.27,,,UO_0000065,14.04,0.28,1.06,10.34,False,CHEMBL4029977,Inhibition of CYP19 (unknown origin) using MFC as substrate and NADPH as cofactor preincubated for 10 mins with cofactor followed by substrate/enzyme addition measured after 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4028827,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
CHEMBL4743255,,0,361.37,0,4.82,17b,N#CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(O)c(F)c1,IC50,'=',17200.0,nM,4.76,,,,13.18,0.24,-0.06,5.64,False,CHEMBL4716146,Inhibition of recombinant human aromatase incubated for 30 mins using fluorometric substrate 7-methoxy-4-trifluoromethylcoumarin in presence of NADPH cofactor mix by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715691,1,Scientific Literature,J Med Chem,2016.0,None,TIME = 0.5 hr
CHEMBL4752568,,0,403.41,0,4.19,20b,Oc1ccc(C(=C(Cn2cnnc2)c2ccc(O)c(F)c2)c2ccc(O)cc2)cc1,IC50,'=',14200.0,nM,4.85,,,,12.02,0.22,0.66,5.3,False,CHEMBL4716146,Inhibition of recombinant human aromatase incubated for 30 mins using fluorometric substrate 7-methoxy-4-trifluoromethylcoumarin in presence of NADPH cofactor mix by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715691,1,Scientific Literature,J Med Chem,2016.0,None,TIME = 0.5 hr
CHEMBL4760286,,0,342.4,0,4.55,25,N#CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(N)cc1,IC50,'=',36.3,nM,7.44,,,,21.73,0.39,2.89,8.24,False,CHEMBL4716146,Inhibition of recombinant human aromatase incubated for 30 mins using fluorometric substrate 7-methoxy-4-trifluoromethylcoumarin in presence of NADPH cofactor mix by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715691,1,Scientific Literature,J Med Chem,2016.0,None,TIME = 0.5 hr
CHEMBL4749692,,0,385.42,0,4.05,20a,Oc1ccc(C(Cn2cnnc2)=C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,IC50,'=',12500.0,nM,4.9,,,,12.72,0.23,0.85,5.36,False,CHEMBL4716146,Inhibition of recombinant human aromatase incubated for 30 mins using fluorometric substrate 7-methoxy-4-trifluoromethylcoumarin in presence of NADPH cofactor mix by fluorometric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715691,1,Scientific Literature,J Med Chem,2016.0,None,TIME = 0.5 hr
CHEMBL2165313,,0,240.26,0,2.34,1,O=C1CCc2cc(-c3cccnc3)c(O)cc2N1,IC50,'=',3073.0,nM,5.51,,,UO_0000065,22.94,0.42,3.17,8.86,False,CHEMBL2166348,Inhibition of CYP19 in human placental microsomes using [1beta-3H]-androstendione as a substrate,B,BAO_0000251,microsome format,Homo sapiens,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2163209,1,Scientific Literature,J. Med. Chem.,2012.0,None,
CHEMBL3134113,,0,314.34,0,3.08,5,COc1c(C)c(O)c(C=O)c2c1[C@H](O)C[C@@H](c1ccccc1)O2,IC50,'=',80.0,nM,7.1,,,UO_0000065,22.58,0.42,4.02,9.34,False,CHEMBL3135122,Inhibition of human recombinant aromatase expressed in baculovirus infected insect cells using O-benzylfluorescein benzyl ester as substrate after 30 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132766,1,Scientific Literature,MedChemComm,2013.0,None,
CHEMBL4575994,,0,324.46,0,4.67,13,C=CC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,IC50,'=',55.0,nM,7.26,,,UO_0000065,22.37,0.41,2.59,21.26,False,CHEMBL4392015,Inhibition of human placental microsome aromatase using [1beta3H]-androstenedione as substrate measured after 15 mins in presence of NADPH by liquid scintillation counting method,B,BAO_0000251,microsome format,Homo sapiens,CHEMBL3987910,Placenta,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4390669,1,Scientific Literature,J Med Chem,2019.0,None,
CHEMBL2430509,,0,448.55,0,3.68,15,Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,IC50,'=',8000.0,nM,5.1,,,UO_0000065,11.36,0.22,1.42,5.92,False,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3588765,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,None,
CHEMBL2430508,,0,484.58,0,4.52,20,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccc4ccccc4c3)nn2)cc1,IC50,'=',1300.0,nM,5.89,,,UO_0000065,12.15,0.23,1.37,6.84,False,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3588765,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,None,
CHEMBL3264685,,0,564.62,1,3.43,31,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4cc(C=O)ccc4OC)nn3)cc1)CC2,IC50,'=',12500.0,nM,4.9,,,UO_0000065,8.68,0.17,1.47,4.02,False,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3588765,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,None,
CHEMBL4060208,,0,506.63,2,5.96,11,O=C(/C=C\Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccc2c(c1)Nc1ccccc1S2,IC50,'=',5670.0,nM,5.25,,,UO_0000065,10.36,0.21,-0.71,5.24,False,CHEMBL4034703,Inhibition of aromatase activity in human T47D cells after 24 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4033644,1,Scientific Literature,Eur J Med Chem,2017.0,None,
CHEMBL4077259,,0,465.56,0,3.88,7,N=C(N)NS(=O)(=O)c1ccc(N/C=C\C(=O)c2ccc3c(c2)Nc2ccccc2S3)cc1,IC50,'=',9670.0,nM,5.01,,,UO_0000065,10.77,0.21,1.13,3.66,False,CHEMBL4034703,Inhibition of aromatase activity in human T47D cells after 24 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4033644,1,Scientific Literature,Eur J Med Chem,2017.0,None,
CHEMBL3754253,,0,462.64,1,7.14,250c,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C3=NN(c4ccccc4)[C@H](c4ccccc4)[C@H]3C[C@@H]12,IC50,'=',1820.0,nM,5.74,,,UO_0000065,12.41,0.22,-1.4,17.57,False,CHEMBL3757117,Inhibition of human aromatase after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751755,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL1093458,ENDOXIFEN,3,373.5,1,5.36,"Endoxifen, E/Z mixture",CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,IC50,'=',6000.0,nM,5.22,,,UO_0000065,13.98,0.25,-0.14,12.59,True,CHEMBL2388440,Inhibition of human recombinant placental aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2385050,1,Scientific Literature,J. Med. Chem.,2013.0,None,
CHEMBL149791,,0,316.4,1,5.47,2,CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,IC50,'=',24880.0,nM,4.6,,,UO_0000065,14.55,0.26,-0.87,11.38,True,CHEMBL2388439,Inhibition of human recombinant microsomal aromatase-mediated 7-methoxy-4-trifluoromethylcoumarin conversion to 7-hydroxytrifluoromethylcoumarin preincubated for 10 mins measured after 30 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2385050,1,Scientific Literature,J. Med. Chem.,2013.0,None,
CHEMBL3754157,,0,405.56,1,5.90,235,C[C@]12CC[C@H]3[C@@H](CC4=Nc5ccccc5SC5=C4[C@]3(C)CCC5=O)[C@@H]1CCC2=O,IC50,'=',42300.0,nM,4.37,,,UO_0000065,10.78,0.21,-1.53,9.41,False,CHEMBL3757119,Competitive inhibition of human placental aromatase in presence of testosterone,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751755,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL3751984,,0,314.43,0,3.00,236d,C[C@]12CC[C@H]3[C@@H](Cc4n[nH]c5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O,IC50,'=',236.0,nM,6.63,,,UO_0000065,21.08,0.39,3.63,10.04,False,CHEMBL3757120,Inhibition of human aromatase extracted from placental microsomes,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751755,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL1444,LETROZOLE,4,285.31,0,2.66,Letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,IC50,'=',29500.0,nM,4.53,,,UO_0000065,15.88,0.28,1.87,5.79,False,CHEMBL4034703,Inhibition of aromatase activity in human T47D cells after 24 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4033644,1,Scientific Literature,Eur J Med Chem,2017.0,None,
CHEMBL157101,KETOCONAZOLE,4,531.44,1,4.21,(+/-)-Ketoconazole,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',1600.0,nM,5.8,,,UO_0000065,,,,,False,CHEMBL3868075,Inhibition of Cyp19 (unknown origin),A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3867461,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
CHEMBL3099686,,0,301.73,0,2.27,12a,COC(=O)[C@]1(c2ccc(C#N)cc2Cl)CCc2cncn21,IC50,'=',50.0,nM,7.3,,,UO_0000065,24.2,0.47,5.03,10.75,False,CHEMBL3101167,Inhibition of human CYP19 preincubated for 10 mins followed by protein addition measured after 90 mins by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3098017,1,Scientific Literature,ACS Med. Chem. Lett.,2013.0,None,
CHEMBL3799189,,0,320.38,0,3.07,180,C[C@H](O)C/C=C/CCCCC1Cc2cc(O)cc(O)c2C(=O)O1,IC50,'=',12310.0,nM,4.91,,,UO_0000065,15.32,0.29,1.84,5.64,False,CHEMBL3802460,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3797191,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,None,
CHEMBL3623223,,0,324.46,0,4.67,24,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]21,IC50,'=',470.0,nM,6.33,,,UO_0000065,19.5,0.36,1.66,18.54,True,CHEMBL3624595,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL2179110,,0,366.5,0,4.27,26,CCC#CCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,IC50,'=',12.0,nM,7.92,,,UO_0000065,21.61,0.4,3.65,18.26,False,CHEMBL3624595,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL4129721,,0,401.49,0,4.73,12b,CC(=O)N1CCN(c2ccc(/C=C/c3cc(F)cc(-c4ccncc4)c3)cc2)CC1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,12.45,0.23,0.27,13.72,False,CHEMBL4124010,Inhibition of CYP19 (unknown origin) by Becton Dickinson aromatase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4118215,1,Scientific Literature,Bioorg Med Chem Lett,2018.0,None,
CHEMBL3623209,,0,318.46,0,3.85,7,C[C@@H]1OC(=O)C[C@H]2[C@@H]3CC=C4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,IC50,'=',250.0,nM,6.6,,,UO_0000065,20.73,0.39,2.75,14.19,False,CHEMBL3624595,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL3623225,,0,301.39,0,4.50,39,CCn1cc(C(c2ccccc2)n2ccnc2)c2ccccc21,IC50,'=',100.0,nM,7.0,,,UO_0000065,23.23,0.42,2.5,30.77,False,CHEMBL3624595,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL3623232,,0,387.4,0,1.95,90,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2F)n2ccnc2)cc1,IC50,'=',0.2,nM,9.7,,,UO_0000065,25.04,0.49,7.75,8.49,True,CHEMBL3624603,Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione as substrate after 1 hr by scintillation spectrometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,JEG-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,CHEMBL3308202,
CHEMBL3622077,,0,423.5,0,2.88,139,CC(C)(C#N)c1cc(/C=C/c2ccc(OS(N)(=O)=O)cc2)cc(Cn2cncn2)c1,IC50,'=',25.5,nM,7.59,,,UO_0000065,17.93,0.35,4.71,6.13,False,CHEMBL3627343,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621110,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL3623218,,0,304.4,0,4.04,19,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H](F)C[C@@]43C)[C@@H]1CCC2=O,IC50,'=',970.0,nM,6.01,,,UO_0000065,19.75,0.37,1.97,17.61,False,CHEMBL3624595,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL3623229,,0,258.32,0,2.43,78,CCc1nc(C)cn1Cc1ccccc1CC(=O)O,IC50,'=',6200.0,nM,5.21,,,UO_0000065,20.16,0.37,2.78,9.45,False,CHEMBL3624595,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL421149,,0,301.31,0,3.06,55,N#Cc1ccc(Cn2ccnc2)c2oc3ccccc3c(=O)c12,IC50,'=',43.0,nM,7.37,,,UO_0000065,24.45,0.44,4.31,10.26,True,CHEMBL3624602,"Inhibition of human placental aromatase in presence of [1beta,2beta-3H] testosterone by Thompson and Siiteri method",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL3623221,,0,390.48,0,4.46,22,C[C@]12CC[C@@H]3c4ccc(O)c(NC(=O)c5ccncc5)c4CC[C@H]3[C@@H]1CCC2=O,IC50,'=',28000.0,nM,4.55,,,UO_0000065,11.66,0.21,0.09,5.74,False,CHEMBL3624716,Inhibition of human placental aromatase assessed as conversion of 3H2O from [1beta-3H]AD after 20 mins by Siiteri and Thompson method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL2442765,,0,316.36,0,4.57,23,CCn1ccc2c3c(C(=O)O)cc(-c4ccccc4)nc3ccc21,IC50,'=',1472.0,nM,5.83,,,UO_0000065,18.43,0.33,1.26,10.58,False,CHEMBL2444880,Inhibition of aromatase (unknown origin) using 7-methoxy-4-trifluoromethylcoumarin as substrate after 30 mins by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2440047,1,Scientific Literature,J. Med. Chem.,2013.0,None,
CHEMBL2442753,,0,302.38,0,4.37,9,CCn1ccc2c3nc(-c4ccccc4)cc(CO)c3ccc21,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL2444880,Inhibition of aromatase (unknown origin) using 7-methoxy-4-trifluoromethylcoumarin as substrate after 30 mins by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2440047,1,Scientific Literature,J. Med. Chem.,2013.0,None,
CHEMBL2442771,,0,344.41,1,5.05,19,CCOC(=O)c1cc(-c2ccccc2)nc2ccc3c(ccn3CC)c12,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL2444880,Inhibition of aromatase (unknown origin) using 7-methoxy-4-trifluoromethylcoumarin as substrate after 30 mins by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2440047,1,Scientific Literature,J. Med. Chem.,2013.0,None,
CHEMBL4210489,,0,217.27,0,3.82,2d,C#Cc1c(-c2ccccc2)[nH]c2ccccc12,IC50,'=',1610.0,nM,5.79,,,UO_0000065,26.66,0.47,1.97,36.69,False,CHEMBL4186378,Inhibition of CYP19A1 (unknown origin) preincubated with NADPH followed by DBF substrate addition after 30 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184169,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
CHEMBL4216885,,0,252.27,0,3.75,24a,Cn1c(-c2ccccc2)cc2cc([N+](=O)[O-])ccc21,IC50,'=',3880.0,nM,5.41,,,UO_0000065,21.45,0.39,1.66,11.26,False,CHEMBL4186378,Inhibition of CYP19A1 (unknown origin) preincubated with NADPH followed by DBF substrate addition after 30 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184169,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
CHEMBL509962,,0,218.26,0,3.71,27,N#Cc1ccc2[nH]c(-c3ccccc3)cc2c1,IC50,'=',3340.0,nM,5.48,,,UO_0000065,25.09,0.44,1.77,13.84,False,CHEMBL4186378,Inhibition of CYP19A1 (unknown origin) preincubated with NADPH followed by DBF substrate addition after 30 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184169,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
CHEMBL4204862,,0,272.14,0,4.60,29,Brc1ccc2[nH]c(-c3ccccc3)cc2c1,IC50,'=',39710.0,nM,4.4,,,UO_0000065,16.17,0.38,-0.2,27.87,False,CHEMBL4186378,Inhibition of CYP19A1 (unknown origin) preincubated with NADPH followed by DBF substrate addition after 30 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4184169,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
